"","page_number","word","sent_count","sentiment","category"
"1",35,"Budget",40,"Trust","Emotion"
"2",107,"Debt",32,"Negative","Sentiment"
"3",107,"Debt",32,"Sadness","Emotion"
"4",655,"Debt",25,"Negative","Sentiment"
"5",655,"Debt",25,"Sadness","Emotion"
"6",654,"Debt",23,"Negative","Sentiment"
"7",654,"Debt",23,"Sadness","Emotion"
"8",59,"Choice",21,"Positive","Sentiment"
"9",502,"Debt",21,"Negative","Sentiment"
"10",502,"Debt",21,"Sadness","Emotion"
"11",499,"County",19,"Trust","Emotion"
"12",674,"Fee",18,"Anger","Emotion"
"13",674,"Fee",18,"Negative","Sentiment"
"14",653,"Debt",17,"Negative","Sentiment"
"15",653,"Debt",17,"Sadness","Emotion"
"16",29,"County",16,"Trust","Emotion"
"17",14,"County",15,"Trust","Emotion"
"18",16,"Debt",15,"Negative","Sentiment"
"19",16,"Debt",15,"Sadness","Emotion"
"20",202,"Public",15,"Anticipation","Emotion"
"21",202,"Public",15,"Positive","Sentiment"
"22",418,"Tax",15,"Negative","Sentiment"
"23",418,"Tax",15,"Sadness","Emotion"
"24",656,"Debt",15,"Negative","Sentiment"
"25",656,"Debt",15,"Sadness","Emotion"
"26",661,"Risk",15,"Anticipation","Emotion"
"27",661,"Risk",15,"Fear","Emotion"
"28",661,"Risk",15,"Negative","Sentiment"
"29",45,"County",14,"Trust","Emotion"
"30",664,"Balance",14,"Positive","Sentiment"
"31",9,"Budget",13,"Trust","Emotion"
"32",20,"Budget",13,"Trust","Emotion"
"33",35,"Board",13,"Anticipation","Emotion"
"34",91,"County",13,"Trust","Emotion"
"35",501,"Debt",13,"Negative","Sentiment"
"36",501,"Debt",13,"Sadness","Emotion"
"37",656,"County",13,"Trust","Emotion"
"38",658,"County",13,"Trust","Emotion"
"39",8,"County",12,"Trust","Emotion"
"40",15,"Debt",12,"Negative","Sentiment"
"41",15,"Debt",12,"Sadness","Emotion"
"42",657,"Debt",12,"Negative","Sentiment"
"43",657,"Debt",12,"Sadness","Emotion"
"44",660,"County",12,"Trust","Emotion"
"45",668,"Tax",12,"Negative","Sentiment"
"46",668,"Tax",12,"Sadness","Emotion"
"47",8,"Budget",11,"Trust","Emotion"
"48",98,"Tax",11,"Negative","Sentiment"
"49",98,"Tax",11,"Sadness","Emotion"
"50",512,"School",11,"Trust","Emotion"
"51",678,"Budget",11,"Trust","Emotion"
"52",6,"County",10,"Trust","Emotion"
"53",40,"Trend",10,"Positive","Sentiment"
