"","page_number","word","sent_count","sentiment","category"
"1",378,"Fire",45,"Fear","Emotion"
"2",347,"Fire",44,"Fear","Emotion"
"3",374,"Fire",44,"Fear","Emotion"
"4",380,"Fire",44,"Fear","Emotion"
"5",348,"Fire",35,"Fear","Emotion"
"6",376,"Fire",33,"Fear","Emotion"
"7",332,"School",25,"Trust","Emotion"
"8",30,"Budget",22,"Trust","Emotion"
"9",32,"Budget",22,"Trust","Emotion"
"10",89,"Tax",21,"Negative","Sentiment"
"11",89,"Tax",21,"Sadness","Emotion"
"12",323,"Debt",20,"Negative","Sentiment"
"13",323,"Debt",20,"Sadness","Emotion"
"14",31,"Budget",17,"Trust","Emotion"
"15",92,"Balance",17,"Positive","Sentiment"
"16",239,"Emergency",17,"Fear","Emotion"
"17",239,"Emergency",17,"Negative","Sentiment"
"18",239,"Emergency",17,"Sadness","Emotion"
"19",239,"Emergency",17,"Surprise","Emotion"
"20",331,"School",17,"Trust","Emotion"
"21",324,"Debt",16,"Negative","Sentiment"
"22",324,"Debt",16,"Sadness","Emotion"
"23",353,"Plan",16,"Anticipation","Emotion"
"24",23,"Budget",15,"Trust","Emotion"
"25",111,"Budget",15,"Trust","Emotion"
"26",81,"Tax",14,"Negative","Sentiment"
"27",81,"Tax",14,"Sadness","Emotion"
"28",196,"Youth",14,"Anger","Emotion"
"29",196,"Youth",14,"Anticipation","Emotion"
"30",196,"Youth",14,"Fear","Emotion"
"31",196,"Youth",14,"Joy","Emotion"
"32",196,"Youth",14,"Positive","Sentiment"
"33",196,"Youth",14,"Surprise","Emotion"
"34",238,"Fire",14,"Fear","Emotion"
"35",356,"Public",14,"Anticipation","Emotion"
"36",356,"Public",14,"Positive","Sentiment"
"37",29,"Budget",13,"Trust","Emotion"
"38",190,"Budget",13,"Trust","Emotion"
"39",326,"Debt",13,"Negative","Sentiment"
"40",326,"Debt",13,"Sadness","Emotion"
"41",375,"Fire",13,"Fear","Emotion"
"42",34,"Budget",12,"Trust","Emotion"
"43",37,"County",12,"Trust","Emotion"
"44",52,"County",12,"Trust","Emotion"
"45",95,"County",12,"Trust","Emotion"
"46",119,"County",12,"Trust","Emotion"
