"","page_number","word","sent_count","sentiment","category"
"1",66,"Fee",43,"Anger","Emotion"
"2",66,"Fee",43,"Negative","Sentiment"
"3",66,"Surcharge",40,"Anger","Emotion"
"4",66,"Surcharge",40,"Negative","Sentiment"
"5",66,"Technology",36,"Positive","Sentiment"
"6",77,"Tax",32,"Negative","Sentiment"
"7",77,"Tax",32,"Sadness","Emotion"
"8",63,"Surcharge",30,"Anger","Emotion"
"9",63,"Surcharge",30,"Negative","Sentiment"
"10",65,"Surcharge",30,"Anger","Emotion"
"11",65,"Surcharge",30,"Negative","Sentiment"
"12",296,"Budget",30,"Trust","Emotion"
"13",291,"Budget",29,"Trust","Emotion"
"14",63,"Technology",28,"Positive","Sentiment"
"15",65,"Technology",28,"Positive","Sentiment"
"16",298,"Budget",28,"Trust","Emotion"
"17",64,"Surcharge",26,"Anger","Emotion"
"18",64,"Surcharge",26,"Negative","Sentiment"
"19",64,"Technology",26,"Positive","Sentiment"
"20",4,"County",24,"Trust","Emotion"
"21",33,"Plan",24,"Anticipation","Emotion"
"22",63,"Fee",24,"Anger","Emotion"
"23",63,"Fee",24,"Negative","Sentiment"
"24",135,"Budget",23,"Trust","Emotion"
"25",297,"Balance",22,"Positive","Sentiment"
"26",33,"Strategic",21,"Positive","Sentiment"
"27",63,"Letter",20,"Anticipation","Emotion"
"28",65,"Fee",20,"Anger","Emotion"
"29",65,"Fee",20,"Negative","Sentiment"
"30",123,"County",20,"Trust","Emotion"
"31",192,"County",20,"Trust","Emotion"
"32",253,"Library",20,"Positive","Sentiment"
"33",300,"County",20,"Trust","Emotion"
"34",139,"Budget",19,"Trust","Emotion"
"35",54,"Fire",18,"Fear","Emotion"
"36",66,"Base",18,"Trust","Emotion"
"37",114,"Court",18,"Anger","Emotion"
"38",114,"Court",18,"Anticipation","Emotion"
"39",114,"Court",18,"Fear","Emotion"
"40",162,"Fire",18,"Fear","Emotion"
"41",231,"Child",18,"Anticipation","Emotion"
"42",231,"Child",18,"Joy","Emotion"
"43",231,"Child",18,"Positive","Sentiment"
"44",238,"Food",18,"Joy","Emotion"
"45",238,"Food",18,"Positive","Sentiment"
"46",238,"Food",18,"Trust","Emotion"
