"","page_number","word","sent_count","sentiment","category"
"1",126,"Budget",23,"Trust","Emotion"
"2",134,"Debt",23,"Negative","Sentiment"
"3",134,"Debt",23,"Sadness","Emotion"
"4",529,"County",23,"Trust","Emotion"
"5",207,"Planning",22,"Anticipation","Emotion"
"6",207,"Planning",22,"Positive","Sentiment"
"7",207,"Planning",22,"Trust","Emotion"
"8",477,"Fire",22,"Fear","Emotion"
"9",500,"Debt",22,"Negative","Sentiment"
"10",500,"Debt",22,"Sadness","Emotion"
"11",515,"Balance",22,"Positive","Sentiment"
"12",499,"Debt",21,"Negative","Sentiment"
"13",499,"Debt",21,"Sadness","Emotion"
"14",134,"County",20,"Trust","Emotion"
"15",517,"Tax",20,"Negative","Sentiment"
"16",517,"Tax",20,"Sadness","Emotion"
"17",133,"Debt",19,"Negative","Sentiment"
"18",133,"Debt",19,"Sadness","Emotion"
"19",348,"Debt",19,"Negative","Sentiment"
"20",348,"Debt",19,"Sadness","Emotion"
"21",52,"Tax",18,"Negative","Sentiment"
"22",52,"Tax",18,"Sadness","Emotion"
"23",310,"Fire",18,"Fear","Emotion"
"24",358,"Fire",18,"Fear","Emotion"
"25",399,"Library",18,"Positive","Sentiment"
"26",401,"Actual",18,"Positive","Sentiment"
"27",30,"Budget",17,"Trust","Emotion"
"28",125,"Budget",17,"Trust","Emotion"
"29",155,"County",17,"Trust","Emotion"
"30",480,"Fire",17,"Fear","Emotion"
"31",533,"Budget",17,"Trust","Emotion"
"32",31,"Budget",16,"Trust","Emotion"
"33",47,"Budget",16,"Trust","Emotion"
"34",132,"County",16,"Trust","Emotion"
"35",351,"Public",16,"Anticipation","Emotion"
"36",351,"Improvement",16,"Joy","Emotion"
"37",351,"Improvement",16,"Positive","Sentiment"
"38",351,"Public",16,"Positive","Sentiment"
"39",351,"Improvement",16,"Trust","Emotion"
"40",357,"Fire",16,"Fear","Emotion"
"41",491,"Waste",16,"Disgust","Emotion"
"42",491,"Waste",16,"Negative","Sentiment"
"43",44,"Fee",15,"Anger","Emotion"
"44",44,"Fee",15,"Negative","Sentiment"
"45",47,"Board",15,"Anticipation","Emotion"
"46",136,"County",15,"Trust","Emotion"
"47",148,"County",15,"Trust","Emotion"
"48",149,"County",15,"Trust","Emotion"
"49",317,"System",15,"Trust","Emotion"
"50",331,"County",15,"Trust","Emotion"
"51",347,"Debt",15,"Negative","Sentiment"
"52",347,"Debt",15,"Sadness","Emotion"
"53",389,"Debt",15,"Negative","Sentiment"
"54",389,"Debt",15,"Sadness","Emotion"
"55",398,"Actual",15,"Positive","Sentiment"
"56",399,"Actual",15,"Positive","Sentiment"
"57",402,"Actual",15,"Positive","Sentiment"
"58",446,"Library",15,"Positive","Sentiment"
"59",462,"County",15,"Trust","Emotion"
"60",24,"Budget",14,"Trust","Emotion"
"61",127,"Budget",14,"Trust","Emotion"
"62",138,"Board",14,"Anticipation","Emotion"
"63",138,"Long",14,"Anticipation","Emotion"
"64",148,"Board",14,"Anticipation","Emotion"
"65",181,"County",14,"Trust","Emotion"
"66",225,"Agreed",14,"Positive","Sentiment"
"67",225,"Agreed",14,"Trust","Emotion"
"68",350,"Debt",14,"Negative","Sentiment"
"69",350,"Debt",14,"Sadness","Emotion"
"70",374,"Fleet",14,"Positive","Sentiment"
"71",377,"Waste",14,"Disgust","Emotion"
"72",377,"Waste",14,"Negative","Sentiment"
"73",491,"Solid",14,"Positive","Sentiment"
"74",499,"Model",14,"Positive","Sentiment"
"75",518,"Tax",14,"Negative","Sentiment"
"76",518,"Tax",14,"Sadness","Emotion"
"77",29,"County",13,"Trust","Emotion"
"78",30,"County",13,"Trust","Emotion"
"79",35,"Ordinance",13,"Trust","Emotion"
"80",52,"Fire",13,"Fear","Emotion"
"81",133,"County",13,"Trust","Emotion"
"82",153,"County",13,"Trust","Emotion"
"83",207,"County",13,"Trust","Emotion"
"84",220,"Library",13,"Positive","Sentiment"
"85",373,"Fleet",13,"Positive","Sentiment"
"86",401,"Budget",13,"Trust","Emotion"
"87",433,"Justice",13,"Positive","Sentiment"
"88",433,"Justice",13,"Trust","Emotion"
"89",463,"County",13,"Trust","Emotion"
"90",499,"Tax",13,"Negative","Sentiment"
"91",499,"Tax",13,"Sadness","Emotion"
"92",23,"Budget",12,"Trust","Emotion"
"93",23,"County",12,"Trust","Emotion"
"94",63,"Fire",12,"Fear","Emotion"
"95",135,"Fee",12,"Anger","Emotion"
"96",135,"Fee",12,"Negative","Sentiment"
"97",136,"Grant",12,"Anticipation","Emotion"
"98",136,"Grant",12,"Joy","Emotion"
"99",136,"Grant",12,"Positive","Sentiment"
"100",136,"Grant",12,"Trust","Emotion"
"101",176,"Resources",12,"Joy","Emotion"
"102",176,"Resources",12,"Positive","Sentiment"
"103",176,"Resources",12,"Trust","Emotion"
"104",348,"County",12,"Trust","Emotion"
"105",359,"Fire",12,"Fear","Emotion"
"106",376,"Waste",12,"Disgust","Emotion"
"107",376,"Waste",12,"Negative","Sentiment"
"108",400,"Actual",12,"Positive","Sentiment"
"109",401,"Expenses",12,"Negative","Sentiment"
"110",424,"County",12,"Trust","Emotion"
"111",425,"County",12,"Trust","Emotion"
"112",462,"System",12,"Trust","Emotion"
"113",463,"Radio",12,"Positive","Sentiment"
"114",530,"County",12,"Trust","Emotion"
"115",29,"Budget",11,"Trust","Emotion"
"116",34,"Sheriff",11,"Trust","Emotion"
"117",90,"Tax",11,"Negative","Sentiment"
"118",90,"Tax",11,"Sadness","Emotion"
"119",104,"Waste",11,"Disgust","Emotion"
"120",104,"Waste",11,"Negative","Sentiment"
"121",132,"Budget",11,"Trust","Emotion"
"122",139,"County",11,"Trust","Emotion"
"123",161,"Budget",11,"Trust","Emotion"
"124",177,"Resources",11,"Joy","Emotion"
"125",177,"Resources",11,"Positive","Sentiment"
"126",177,"Resources",11,"Trust","Emotion"
"127",246,"County",11,"Trust","Emotion"
"128",253,"County",11,"Trust","Emotion"
"129",299,"County",11,"Trust","Emotion"
"130",317,"Emergency",11,"Fear","Emotion"
"131",317,"Emergency",11,"Negative","Sentiment"
"132",317,"Emergency",11,"Sadness","Emotion"
"133",317,"Emergency",11,"Surprise","Emotion"
"134",348,"Bonds",11,"Negative","Sentiment"
"135",388,"County",11,"Trust","Emotion"
"136",393,"Budget",11,"Trust","Emotion"
"137",398,"Budget",11,"Trust","Emotion"
"138",399,"Budget",11,"Trust","Emotion"
"139",402,"Budget",11,"Trust","Emotion"
"140",420,"System",11,"Trust","Emotion"
"141",439,"Sewer",11,"Disgust","Emotion"
"142",453,"County",11,"Trust","Emotion"
"143",463,"System",11,"Trust","Emotion"
"144",489,"Major",11,"Positive","Sentiment"
"145",515,"Debt",11,"Negative","Sentiment"
"146",515,"Debt",11,"Sadness","Emotion"
"147",518,"County",11,"Trust","Emotion"
"148",520,"Tax",11,"Negative","Sentiment"
"149",520,"Tax",11,"Sadness","Emotion"
"150",3,"General",10,"Positive","Sentiment"
"151",3,"Budget",10,"Trust","Emotion"
"152",3,"County",10,"Trust","Emotion"
"153",3,"General",10,"Trust","Emotion"
"154",9,"County",10,"Trust","Emotion"
"155",28,"County",10,"Trust","Emotion"
"156",34,"Deputy",10,"Trust","Emotion"
"157",47,"County",10,"Trust","Emotion"
"158",56,"Waste",10,"Disgust","Emotion"
"159",56,"Waste",10,"Negative","Sentiment"
"160",93,"County",10,"Trust","Emotion"
"161",154,"County",10,"Trust","Emotion"
"162",155,"Legal",10,"Positive","Sentiment"
"163",155,"Legal",10,"Trust","Emotion"
"164",162,"Budget",10,"Trust","Emotion"
"165",168,"County",10,"Trust","Emotion"
"166",175,"Resources",10,"Joy","Emotion"
"167",175,"Resources",10,"Positive","Sentiment"
"168",175,"Resources",10,"Trust","Emotion"
"169",209,"Plan",10,"Anticipation","Emotion"
"170",211,"Land",10,"Positive","Sentiment"
"171",219,"Library",10,"Positive","Sentiment"
"172",232,"Public",10,"Anticipation","Emotion"
"173",232,"Public",10,"Positive","Sentiment"
"174",234,"Food",10,"Joy","Emotion"
"175",234,"Food",10,"Positive","Sentiment"
"176",234,"Food",10,"Trust","Emotion"
"177",323,"Sheriff",10,"Trust","Emotion"
"178",334,"County",10,"Trust","Emotion"
"179",342,"School",10,"Trust","Emotion"
"180",369,"Center",10,"Positive","Sentiment"
"181",369,"Center",10,"Trust","Emotion"
"182",376,"Solid",10,"Positive","Sentiment"
"183",388,"Master",10,"Positive","Sentiment"
"184",395,"Management",10,"Positive","Sentiment"
"185",395,"Management",10,"Trust","Emotion"
"186",398,"Expenses",10,"Negative","Sentiment"
"187",399,"Expenses",10,"Negative","Sentiment"
"188",402,"Expenses",10,"Negative","Sentiment"
"189",412,"County",10,"Trust","Emotion"
"190",424,"Building",10,"Positive","Sentiment"
"191",433,"Criminal",10,"Anger","Emotion"
"192",433,"Criminal",10,"Disgust","Emotion"
"193",433,"Criminal",10,"Fear","Emotion"
"194",433,"Criminal",10,"Negative","Sentiment"
"195",435,"Detention",10,"Negative","Sentiment"
"196",435,"Detention",10,"Sadness","Emotion"
"197",449,"Library",10,"Positive","Sentiment"
"198",452,"County",10,"Trust","Emotion"
"199",464,"Cad",10,"Anger","Emotion"
"200",464,"Cad",10,"Disgust","Emotion"
"201",464,"Cad",10,"Negative","Sentiment"
"202",464,"County",10,"Trust","Emotion"
"203",492,"Waste",10,"Disgust","Emotion"
"204",492,"Waste",10,"Negative","Sentiment"
"205",495,"Waste",10,"Disgust","Emotion"
"206",495,"Waste",10,"Negative","Sentiment"
"207",501,"Debt",10,"Negative","Sentiment"
"208",501,"Debt",10,"Sadness","Emotion"
"209",541,"Budget",10,"Trust","Emotion"
"210",28,"Budget",9,"Trust","Emotion"
"211",34,"Detention",9,"Negative","Sentiment"
"212",34,"Detention",9,"Sadness","Emotion"
"213",42,"Tax",9,"Negative","Sentiment"
"214",42,"Tax",9,"Sadness","Emotion"
"215",51,"Debt",9,"Negative","Sentiment"
"216",51,"Debt",9,"Sadness","Emotion"
"217",54,"Major",9,"Positive","Sentiment"
