"","page_number","word","sent_count","sentiment","category"
"1",283,"Fire",29,"Fear","Emotion"
"2",50,"Director",28,"Positive","Sentiment"
"3",50,"Director",28,"Trust","Emotion"
"4",62,"Debt",26,"Negative","Sentiment"
"5",62,"Debt",26,"Sadness","Emotion"
"6",63,"Debt",24,"Negative","Sentiment"
"7",63,"Debt",24,"Sadness","Emotion"
"8",91,"Fee",23,"Anger","Emotion"
"9",91,"Fee",23,"Negative","Sentiment"
"10",465,"Fire",23,"Fear","Emotion"
"11",284,"Fire",22,"Fear","Emotion"
"12",493,"County",22,"Trust","Emotion"
"13",124,"County",21,"Trust","Emotion"
"14",485,"Debt",21,"Negative","Sentiment"
"15",485,"Debt",21,"Sadness","Emotion"
"16",52,"Budget",20,"Trust","Emotion"
"17",83,"Balance",20,"Positive","Sentiment"
"18",340,"Fire",20,"Fear","Emotion"
"19",330,"Debt",19,"Negative","Sentiment"
"20",330,"Debt",19,"Sadness","Emotion"
"21",368,"Debt",19,"Negative","Sentiment"
"22",368,"Debt",19,"Sadness","Emotion"
"23",380,"Actual",19,"Positive","Sentiment"
"24",88,"Tax",18,"Negative","Sentiment"
"25",88,"Tax",18,"Sadness","Emotion"
"26",122,"County",18,"Trust","Emotion"
"27",285,"Fire",18,"Fear","Emotion"
"28",339,"Fire",18,"Fear","Emotion"
"29",49,"Director",17,"Positive","Sentiment"
"30",49,"Director",17,"Trust","Emotion"
"31",85,"Tax",17,"Negative","Sentiment"
"32",85,"Tax",17,"Sadness","Emotion"
"33",149,"System",17,"Trust","Emotion"
"34",188,"Library",17,"Positive","Sentiment"
"35",61,"County",16,"Trust","Emotion"
"36",380,"Budget",16,"Trust","Emotion"
"37",381,"Actual",16,"Positive","Sentiment"
"38",41,"Tax",15,"Negative","Sentiment"
"39",41,"Tax",15,"Sadness","Emotion"
"40",51,"Budget",15,"Trust","Emotion"
"41",63,"County",15,"Trust","Emotion"
"42",148,"Information",15,"Positive","Sentiment"
"43",149,"Management",15,"Positive","Sentiment"
"44",149,"Management",15,"Trust","Emotion"
"45",429,"Library",15,"Positive","Sentiment"
"46",477,"Waste",15,"Disgust","Emotion"
"47",477,"Waste",15,"Negative","Sentiment"
"48",90,"Fee",14,"Anger","Emotion"
"49",90,"Fee",14,"Negative","Sentiment"
