"","page_number","word","sent_count","sentiment","category"
"1",69,"Fee",43,"Anger","Emotion"
"2",69,"Fee",43,"Negative","Sentiment"
"3",69,"Surcharge",40,"Anger","Emotion"
"4",69,"Surcharge",40,"Negative","Sentiment"
"5",69,"Technology",36,"Positive","Sentiment"
"6",66,"Surcharge",30,"Anger","Emotion"
"7",66,"Surcharge",30,"Negative","Sentiment"
"8",68,"Surcharge",30,"Anger","Emotion"
"9",68,"Surcharge",30,"Negative","Sentiment"
"10",368,"Budget",30,"Trust","Emotion"
"11",86,"Tax",29,"Negative","Sentiment"
"12",86,"Tax",29,"Sadness","Emotion"
"13",66,"Technology",28,"Positive","Sentiment"
"14",68,"Technology",28,"Positive","Sentiment"
"15",356,"Budget",28,"Trust","Emotion"
"16",67,"Surcharge",26,"Anger","Emotion"
"17",67,"Surcharge",26,"Negative","Sentiment"
"18",67,"Technology",26,"Positive","Sentiment"
"19",85,"Tax",25,"Negative","Sentiment"
"20",85,"Tax",25,"Sadness","Emotion"
"21",376,"County",25,"Trust","Emotion"
"22",33,"Plan",24,"Anticipation","Emotion"
"23",66,"Fee",24,"Anger","Emotion"
"24",66,"Fee",24,"Negative","Sentiment"
"25",369,"Budget",23,"Trust","Emotion"
"26",355,"Balance",22,"Positive","Sentiment"
"27",33,"Strategic",21,"Positive","Sentiment"
"28",361,"General",21,"Positive","Sentiment"
"29",361,"General",21,"Trust","Emotion"
"30",66,"Letter",20,"Anticipation","Emotion"
"31",68,"Fee",20,"Anger","Emotion"
"32",68,"Fee",20,"Negative","Sentiment"
"33",260,"Library",20,"Positive","Sentiment"
"34",358,"County",20,"Trust","Emotion"
"35",16,"Tax",19,"Negative","Sentiment"
"36",16,"Tax",19,"Sadness","Emotion"
"37",87,"Tax",19,"Negative","Sentiment"
"38",87,"Tax",19,"Sadness","Emotion"
"39",120,"County",19,"Trust","Emotion"
"40",170,"Fire",19,"Fear","Emotion"
"41",292,"Debt",19,"Negative","Sentiment"
"42",292,"Debt",19,"Sadness","Emotion"
"43",11,"County",18,"Trust","Emotion"
"44",43,"Community",18,"Positive","Sentiment"
"45",69,"Base",18,"Trust","Emotion"
"46",198,"County",18,"Trust","Emotion"
"47",284,"Fire",17,"Fear","Emotion"
"48",33,"County",16,"Trust","Emotion"
"49",43,"County",16,"Trust","Emotion"
"50",84,"General",16,"Positive","Sentiment"
"51",84,"General",16,"Trust","Emotion"
"52",92,"General",16,"Positive","Sentiment"
"53",92,"General",16,"Trust","Emotion"
"54",145,"Budget",16,"Trust","Emotion"
"55",112,"County",15,"Trust","Emotion"
"56",135,"County",15,"Trust","Emotion"
"57",173,"Fire",15,"Fear","Emotion"
"58",355,"General",15,"Positive","Sentiment"
"59",355,"General",15,"Trust","Emotion"
"60",368,"County",15,"Trust","Emotion"
"61",14,"County",14,"Trust","Emotion"
"62",67,"Letter",14,"Anticipation","Emotion"
"63",70,"Surcharge",14,"Anger","Emotion"
"64",70,"Surcharge",14,"Negative","Sentiment"
"65",70,"Technology",14,"Positive","Sentiment"
"66",86,"County",14,"Trust","Emotion"
"67",124,"Court",14,"Anger","Emotion"
"68",124,"Court",14,"Anticipation","Emotion"
"69",124,"Court",14,"Fear","Emotion"
"70",194,"Waste",14,"Disgust","Emotion"
"71",194,"Waste",14,"Negative","Sentiment"
"72",245,"Food",14,"Joy","Emotion"
"73",245,"Food",14,"Positive","Sentiment"
"74",245,"Food",14,"Trust","Emotion"
"75",261,"Library",14,"Positive","Sentiment"
"76",304,"County",14,"Trust","Emotion"
"77",363,"County",14,"Trust","Emotion"
"78",14,"Growth",13,"Positive","Sentiment"
"79",16,"Growth",13,"Positive","Sentiment"
"80",43,"Resident",13,"Positive","Sentiment"
"81",63,"Fire",13,"Fear","Emotion"
"82",69,"Letter",13,"Anticipation","Emotion"
"83",87,"Growth",13,"Positive","Sentiment"
"84",87,"County",13,"Trust","Emotion"
"85",116,"Tax",13,"Negative","Sentiment"
"86",116,"Tax",13,"Sadness","Emotion"
"87",139,"County",13,"Trust","Emotion"
"88",177,"Criminal",13,"Anger","Emotion"
"89",177,"Criminal",13,"Disgust","Emotion"
"90",177,"Criminal",13,"Fear","Emotion"
"91",177,"Criminal",13,"Negative","Sentiment"
"92",216,"Food",13,"Joy","Emotion"
"93",216,"Food",13,"Positive","Sentiment"
"94",216,"Food",13,"Trust","Emotion"
"95",306,"County",13,"Trust","Emotion"
"96",333,"County",13,"Trust","Emotion"
"97",358,"Plan",13,"Anticipation","Emotion"
"98",362,"Debt",13,"Negative","Sentiment"
"99",362,"Debt",13,"Sadness","Emotion"
"100",363,"Budget",13,"Trust","Emotion"
"101",32,"Community",12,"Positive","Sentiment"
"102",33,"Community",12,"Positive","Sentiment"
"103",42,"Rating",12,"Anger","Emotion"
"104",42,"Rating",12,"Fear","Emotion"
"105",42,"Rating",12,"Negative","Sentiment"
"106",42,"Rating",12,"Sadness","Emotion"
"107",66,"Case",12,"Fear","Emotion"
"108",66,"Case",12,"Negative","Sentiment"
"109",66,"Case",12,"Sadness","Emotion"
"110",67,"Fee",12,"Anger","Emotion"
"111",67,"Fee",12,"Negative","Sentiment"
"112",69,"Begun",12,"Anticipation","Emotion"
"113",69,"Pay",12,"Anticipation","Emotion"
"114",69,"Pay",12,"Joy","Emotion"
"115",69,"Approval",12,"Positive","Sentiment"
"116",69,"Pay",12,"Positive","Sentiment"
"117",69,"Pay",12,"Trust","Emotion"
"118",109,"Rating",12,"Anger","Emotion"
