"","page_number","word","sent_count","sentiment","category"
"1",26,"Director",43,"Positive","Sentiment"
"2",26,"Director",43,"Trust","Emotion"
"3",358,"Fire",31,"Fear","Emotion"
"4",49,"Debt",26,"Negative","Sentiment"
"5",49,"Debt",26,"Sadness","Emotion"
"6",69,"Tax",24,"Negative","Sentiment"
"7",69,"Tax",24,"Sadness","Emotion"
"8",213,"Fire",24,"Fear","Emotion"
"9",212,"Fire",21,"Fear","Emotion"
"10",26,"Deputy",20,"Trust","Emotion"
"11",50,"Debt",20,"Negative","Sentiment"
"12",50,"Debt",20,"Sadness","Emotion"
"13",75,"Budget",20,"Trust","Emotion"
"14",392,"County",20,"Trust","Emotion"
"15",39,"Budget",19,"Trust","Emotion"
"16",48,"County",19,"Trust","Emotion"
"17",68,"Tax",19,"Negative","Sentiment"
"18",68,"Tax",19,"Sadness","Emotion"
"19",243,"Fire",19,"Fear","Emotion"
"20",67,"Balance",18,"Positive","Sentiment"
"21",300,"County",18,"Trust","Emotion"
"22",124,"Plan",17,"Anticipation","Emotion"
"23",314,"System",17,"Trust","Emotion"
"24",319,"Library",17,"Positive","Sentiment"
"25",387,"County",17,"Trust","Emotion"
"26",15,"Plan",16,"Anticipation","Emotion"
"27",26,"Specialist",16,"Trust","Emotion"
"28",119,"System",16,"Trust","Emotion"
"29",367,"Waste",16,"Disgust","Emotion"
"30",367,"Waste",16,"Negative","Sentiment"
"31",40,"Budget",15,"Trust","Emotion"
"32",299,"County",15,"Trust","Emotion"
"33",301,"County",15,"Trust","Emotion"
"34",373,"Debt",15,"Negative","Sentiment"
"35",373,"Debt",15,"Sadness","Emotion"
"36",374,"Growth",15,"Positive","Sentiment"
"37",393,"Budget",15,"Trust","Emotion"
"38",216,"Emergency",14,"Fear","Emotion"
"39",216,"Emergency",14,"Negative","Sentiment"
"40",216,"Emergency",14,"Sadness","Emotion"
"41",216,"Emergency",14,"Surprise","Emotion"
"42",236,"Debt",14,"Negative","Sentiment"
"43",236,"Debt",14,"Sadness","Emotion"
"44",272,"Debt",14,"Negative","Sentiment"
"45",272,"Debt",14,"Sadness","Emotion"
"46",367,"Solid",14,"Positive","Sentiment"
"47",26,"Information",13,"Positive","Sentiment"
"48",26,"Sheriff",13,"Trust","Emotion"
"49",29,"Tax",13,"Negative","Sentiment"
"50",29,"Tax",13,"Sadness","Emotion"
"51",55,"Model",13,"Positive","Sentiment"
"52",93,"County",13,"Trust","Emotion"
"53",164,"Library",13,"Positive","Sentiment"
"54",197,"School",13,"Trust","Emotion"
"55",208,"Public",13,"Anticipation","Emotion"
"56",208,"Public",13,"Positive","Sentiment"
"57",238,"Debt",13,"Negative","Sentiment"
"58",238,"Debt",13,"Sadness","Emotion"
"59",339,"Sewer",13,"Disgust","Emotion"
"60",37,"Budget",12,"Trust","Emotion"
"61",42,"Budget",12,"Trust","Emotion"
"62",50,"County",12,"Trust","Emotion"
"63",52,"County",12,"Trust","Emotion"
"64",74,"County",12,"Trust","Emotion"
"65",90,"County",12,"Trust","Emotion"
"66",97,"Board",12,"Anticipation","Emotion"
"67",125,"Plan",12,"Anticipation","Emotion"
"68",137,"Fleet",12,"Positive","Sentiment"
"69",137,"Management",12,"Positive","Sentiment"
"70",137,"Management",12,"Trust","Emotion"
"71",226,"Detention",12,"Negative","Sentiment"
"72",226,"Detention",12,"Sadness","Emotion"
"73",231,"County",12,"Trust","Emotion"
"74",327,"Recreation",12,"Anticipation","Emotion"
"75",327,"Recreation",12,"Joy","Emotion"
"76",327,"Recreation",12,"Positive","Sentiment"
"77",386,"Balance",12,"Positive","Sentiment"
"78",14,"Budget",11,"Trust","Emotion"
"79",14,"County",11,"Trust","Emotion"
"80",26,"Officer",11,"Positive","Sentiment"
"81",26,"Officer",11,"Trust","Emotion"
"82",29,"Fire",11,"Fear","Emotion"
"83",49,"County",11,"Trust","Emotion"
"84",95,"County",11,"Trust","Emotion"
"85",123,"Planning",11,"Anticipation","Emotion"
"86",123,"Planning",11,"Positive","Sentiment"
"87",123,"Planning",11,"Trust","Emotion"
"88",137,"General",11,"Positive","Sentiment"
"89",137,"General",11,"Trust","Emotion"
"90",151,"Fleet",11,"Positive","Sentiment"
"91",185,"Management",11,"Positive","Sentiment"
"92",185,"Management",11,"Trust","Emotion"
"93",205,"Medical",11,"Anticipation","Emotion"
"94",205,"Medical",11,"Fear","Emotion"
"95",205,"Medical",11,"Positive","Sentiment"
"96",205,"Medical",11,"Trust","Emotion"
"97",215,"Emergency",11,"Fear","Emotion"
"98",215,"Emergency",11,"Negative","Sentiment"
"99",215,"Emergency",11,"Sadness","Emotion"
"100",215,"Emergency",11,"Surprise","Emotion"
"101",284,"Unknown",11,"Anticipation","Emotion"
"102",284,"Unknown",11,"Fear","Emotion"
"103",284,"Unknown",11,"Negative","Sentiment"
"104",295,"Medical",11,"Anticipation","Emotion"
"105",295,"Medical",11,"Fear","Emotion"
"106",295,"Medical",11,"Positive","Sentiment"
"107",295,"Medical",11,"Trust","Emotion"
"108",300,"Building",11,"Positive","Sentiment"
"109",304,"County",11,"Trust","Emotion"
"110",307,"Center",11,"Positive","Sentiment"
"111",307,"Center",11,"Trust","Emotion"
"112",310,"Justice",11,"Positive","Sentiment"
"113",310,"Justice",11,"Trust","Emotion"
"114",327,"County",11,"Trust","Emotion"
"115",344,"Sewer",11,"Disgust","Emotion"
"116",12,"County",10,"Trust","Emotion"
"117",13,"County",10,"Trust","Emotion"
"118",34,"County",10,"Trust","Emotion"
"119",51,"Fee",10,"Anger","Emotion"
"120",51,"Fee",10,"Negative","Sentiment"
"121",54,"Leave",10,"Negative","Sentiment"
"122",54,"Leave",10,"Sadness","Emotion"
"123",54,"Leave",10,"Surprise","Emotion"
"124",67,"Debt",10,"Negative","Sentiment"
"125",67,"Debt",10,"Sadness","Emotion"
"126",95,"Legal",10,"Positive","Sentiment"
"127",95,"Legal",10,"Trust","Emotion"
"128",98,"Board",10,"Anticipation","Emotion"
"129",104,"Plan",10,"Anticipation","Emotion"
"130",108,"County",10,"Trust","Emotion"
"131",120,"System",10,"Trust","Emotion"
"132",165,"Library",10,"Positive","Sentiment"
"133",167,"County",10,"Trust","Emotion"
"134",216,"Management",10,"Positive","Sentiment"
"135",216,"Management",10,"Trust","Emotion"
"136",257,"Waste",10,"Disgust","Emotion"
"137",257,"Waste",10,"Negative","Sentiment"
"138",257,"Solid",10,"Positive","Sentiment"
"139",265,"School",10,"Trust","Emotion"
"140",271,"Master",10,"Positive","Sentiment"
"141",292,"System",10,"Trust","Emotion"
"142",293,"Community",10,"Positive","Sentiment"
"143",301,"Center",10,"Positive","Sentiment"
"144",301,"Center",10,"Trust","Emotion"
"145",304,"Center",10,"Positive","Sentiment"
"146",304,"Center",10,"Trust","Emotion"
"147",306,"Center",10,"Positive","Sentiment"
"148",306,"Center",10,"Trust","Emotion"
"149",309,"Justice",10,"Positive","Sentiment"
"150",309,"Justice",10,"Trust","Emotion"
"151",320,"Library",10,"Positive","Sentiment"
"152",325,"County",10,"Trust","Emotion"
"153",334,"System",10,"Trust","Emotion"
"154",340,"County",10,"Trust","Emotion"
"155",343,"County",10,"Trust","Emotion"
"156",358,"Commission",10,"Trust","Emotion"
"157",373,"Model",10,"Positive","Sentiment"
"158",374,"Budget",10,"Trust","Emotion"
"159",379,"Tax",10,"Negative","Sentiment"
"160",379,"Tax",10,"Sadness","Emotion"
"161",380,"Debt",10,"Negative","Sentiment"
"162",380,"Debt",10,"Sadness","Emotion"
"163",10,"County",9,"Trust","Emotion"
"164",12,"Community",9,"Positive","Sentiment"
"165",12,"Budget",9,"Trust","Emotion"
"166",16,"Plan",9,"Anticipation","Emotion"
"167",19,"Budget",9,"Trust","Emotion"
"168",24,"Tax",9,"Negative","Sentiment"
"169",24,"Tax",9,"Sadness","Emotion"
"170",26,"Detention",9,"Negative","Sentiment"
"171",26,"Detention",9,"Sadness","Emotion"
"172",29,"Special",9,"Joy","Emotion"
"173",29,"Special",9,"Positive","Sentiment"
"174",33,"Reserve",9,"Positive","Sentiment"
"175",40,"County",9,"Trust","Emotion"
"176",53,"Assets",9,"Positive","Sentiment"
"177",54,"Debt",9,"Negative","Sentiment"
"178",54,"Debt",9,"Sadness","Emotion"
"179",55,"County",9,"Trust","Emotion"
"180",56,"County",9,"Trust","Emotion"
"181",71,"Fee",9,"Anger","Emotion"
"182",71,"Fee",9,"Negative","Sentiment"
"183",72,"General",9,"Positive","Sentiment"
"184",72,"General",9,"Trust","Emotion"
"185",74,"Budget",9,"Trust","Emotion"
"186",92,"County",9,"Trust","Emotion"
"187",101,"Budget",9,"Trust","Emotion"
"188",109,"County",9,"Trust","Emotion"
"189",122,"Planning",9,"Anticipation","Emotion"
"190",122,"Planning",9,"Positive","Sentiment"
"191",122,"Planning",9,"Trust","Emotion"
"192",124,"Planning",9,"Anticipation","Emotion"
"193",124,"Planning",9,"Positive","Sentiment"
"194",124,"Planning",9,"Trust","Emotion"
"195",129,"Planning",9,"Anticipation","Emotion"
"196",129,"Planning",9,"Positive","Sentiment"
"197",129,"Planning",9,"Trust","Emotion"
"198",158,"County",9,"Trust","Emotion"
"199",177,"Food",9,"Joy","Emotion"
"200",177,"Food",9,"Positive","Sentiment"
"201",177,"Food",9,"Trust","Emotion"
"202",227,"Detention",9,"Negative","Sentiment"
"203",227,"Detention",9,"Sadness","Emotion"
"204",237,"Debt",9,"Negative","Sentiment"
"205",237,"Debt",9,"Sadness","Emotion"
"206",258,"County",9,"Trust","Emotion"
"207",310,"Plan",9,"Anticipation","Emotion"
"208",314,"Detention",9,"Negative","Sentiment"
"209",314,"Detention",9,"Sadness","Emotion"
"210",323,"County",9,"Trust","Emotion"
"211",340,"Sewer",9,"Disgust","Emotion"
"212",346,"School",9,"Trust","Emotion"
"213",357,"Fire",9,"Fear","Emotion"
"214",361,"County",9,"Trust","Emotion"
"215",373,"Tax",9,"Negative","Sentiment"
"216",373,"Tax",9,"Sadness","Emotion"
"217",374,"Balance",9,"Positive","Sentiment"
"218",374,"Model",9,"Positive","Sentiment"
"219",375,"Model",9,"Positive","Sentiment"
"220",390,"County",9,"Trust","Emotion"
"221",401,"County",9,"Trust","Emotion"
"222",5,"Budget",8,"Trust","Emotion"
"223",9,"County",8,"Trust","Emotion"
"224",11,"County",8,"Trust","Emotion"
"225",14,"Public",8,"Anticipation","Emotion"
"226",14,"Public",8,"Positive","Sentiment"
"227",15,"Pay",8,"Anticipation","Emotion"
"228",15,"Pay",8,"Joy","Emotion"
"229",15,"Pay",8,"Positive","Sentiment"
"230",15,"Pay",8,"Trust","Emotion"
"231",17,"County",8,"Trust","Emotion"
"232",19,"Board",8,"Anticipation","Emotion"
"233",21,"Ordinance",8,"Trust","Emotion"
"234",22,"County",8,"Trust","Emotion"
"235",31,"Tax",8,"Negative","Sentiment"
"236",31,"Tax",8,"Sadness","Emotion"
"237",35,"County",8,"Trust","Emotion"
"238",44,"County",8,"Trust","Emotion"
"239",46,"County",8,"Trust","Emotion"
"240",55,"Long",8,"Anticipation","Emotion"
"241",55,"Debt",8,"Negative","Sentiment"
"242",55,"General",8,"Positive","Sentiment"
"243",55,"Debt",8,"Sadness","Emotion"
"244",55,"General",8,"Trust","Emotion"
"245",69,"County",8,"Trust","Emotion"
"246",70,"County",8,"Trust","Emotion"
"247",72,"Tax",8,"Negative","Sentiment"
"248",72,"Tax",8,"Sadness","Emotion"
"249",76,"Budget",8,"Trust","Emotion"
"250",91,"County",8,"Trust","Emotion"
"251",103,"Building",8,"Positive","Sentiment"
"252",103,"County",8,"Trust","Emotion"
"253",104,"Master",8,"Positive","Sentiment"
"254",118,"County",8,"Trust","Emotion"
"255",124,"County",8,"Trust","Emotion"
"256",137,"Government",8,"Fear","Emotion"
"257",137,"Government",8,"Negative","Sentiment"
"258",158,"Information",8,"Positive","Sentiment"
"259",183,"Management",8,"Positive","Sentiment"
"260",183,"Management",8,"Trust","Emotion"
"261",184,"County",8,"Trust","Emotion"
"262",196,"School",8,"Trust","Emotion"
"263",198,"County",8,"Trust","Emotion"
"264",202,"Community",8,"Positive","Sentiment"
"265",202,"County",8,"Trust","Emotion"
"266",208,"County",8,"Trust","Emotion"
"267",209,"County",8,"Trust","Emotion"
"268",212,"Rescue",8,"Anticipation","Emotion"
"269",212,"Rescue",8,"Joy","Emotion"
"270",212,"Rescue",8,"Positive","Sentiment"
"271",212,"Rescue",8,"Surprise","Emotion"
"272",212,"Rescue",8,"Trust","Emotion"
"273",214,"Fire",8,"Fear","Emotion"
"274",222,"Sheriff",8,"Trust","Emotion"
"275",234,"Debt",8,"Negative","Sentiment"
"276",234,"Debt",8,"Sadness","Emotion"
"277",247,"Grant",8,"Anticipation","Emotion"
"278",247,"Grant",8,"Joy","Emotion"
"279",247,"Grant",8,"Positive","Sentiment"
"280",247,"Grant",8,"Trust","Emotion"
"281",258,"Waste",8,"Disgust","Emotion"
"282",258,"Waste",8,"Negative","Sentiment"
"283",265,"County",8,"Trust","Emotion"
"284",266,"County",8,"Trust","Emotion"
"285",271,"Planning",8,"Anticipation","Emotion"
"286",271,"Planning",8,"Positive","Sentiment"
"287",271,"County",8,"Trust","Emotion"
"288",271,"Planning",8,"Trust","Emotion"
"289",295,"Alliance",8,"Trust","Emotion"
"290",296,"Hospice",8,"Sadness","Emotion"
"291",306,"County",8,"Trust","Emotion"
"292",307,"County",8,"Trust","Emotion"
"293",309,"Criminal",8,"Anger","Emotion"
"294",309,"Criminal",8,"Disgust","Emotion"
"295",309,"Criminal",8,"Fear","Emotion"
"296",309,"Criminal",8,"Negative","Sentiment"
"297",310,"Center",8,"Positive","Sentiment"
"298",310,"Center",8,"Trust","Emotion"
"299",319,"Plan",8,"Anticipation","Emotion"
"300",337,"Plan",8,"Anticipation","Emotion"
"301",341,"Sewer",8,"Disgust","Emotion"
"302",342,"Sewer",8,"Disgust","Emotion"
"303",345,"School",8,"Trust","Emotion"
"304",347,"School",8,"Trust","Emotion"
"305",367,"Plan",8,"Anticipation","Emotion"
"306",388,"County",8,"Trust","Emotion"
"307",389,"County",8,"Trust","Emotion"
"308",9,"Budget",7,"Trust","Emotion"
"309",10,"Growth",7,"Positive","Sentiment"
"310",10,"Budget",7,"Trust","Emotion"
"311",11,"Increase",7,"Positive","Sentiment"
"312",16,"County",7,"Trust","Emotion"
"313",20,"Salary",7,"Anticipation","Emotion"
"314",20,"Salary",7,"Joy","Emotion"
"315",20,"Salary",7,"Positive","Sentiment"
"316",20,"Salary",7,"Trust","Emotion"
"317",23,"Debt",7,"Negative","Sentiment"
"318",23,"Debt",7,"Sadness","Emotion"
"319",25,"County",7,"Trust","Emotion"
"320",26,"Public",7,"Anticipation","Emotion"
"321",26,"Management",7,"Positive","Sentiment"
"322",26,"Public",7,"Positive","Sentiment"
"323",26,"Technology",7,"Positive","Sentiment"
"324",26,"Management",7,"Trust","Emotion"
"325",32,"Community",7,"Positive","Sentiment"
"326",35,"Public",7,"Anticipation","Emotion"
"327",35,"Waste",7,"Disgust","Emotion"
"328",35,"Waste",7,"Negative","Sentiment"
"329",35,"Public",7,"Positive","Sentiment"
"330",35,"Solid",7,"Positive","Sentiment"
"331",41,"Budget",7,"Trust","Emotion"
"332",48,"Debt",7,"Negative","Sentiment"
"333",48,"Debt",7,"Sadness","Emotion"
"334",48,"Budget",7,"Trust","Emotion"
"335",51,"Grant",7,"Anticipation","Emotion"
"336",51,"Grant",7,"Joy","Emotion"
"337",51,"Grant",7,"Positive","Sentiment"
"338",51,"County",7,"Trust","Emotion"
"339",51,"Grant",7,"Trust","Emotion"
"340",53,"County",7,"Trust","Emotion"
"341",56,"Board",7,"Anticipation","Emotion"
"342",56,"Long",7,"Anticipation","Emotion"
"343",68,"Real",7,"Positive","Sentiment"
"344",68,"Base",7,"Trust","Emotion"
