"","page_number","word","sent_count","sentiment","category"
"1",28,"Tax",24,"Negative","Sentiment"
"2",28,"Tax",24,"Sadness","Emotion"
"3",29,"Tax",24,"Negative","Sentiment"
"4",29,"Tax",24,"Sadness","Emotion"
"5",25,"County",18,"Trust","Emotion"
"6",25,"Budget",14,"Trust","Emotion"
"7",101,"Emergency",14,"Fear","Emotion"
"8",101,"Emergency",14,"Negative","Sentiment"
"9",101,"Emergency",14,"Sadness","Emotion"
"10",101,"Emergency",14,"Surprise","Emotion"
"11",151,"Sewer",13,"Disgust","Emotion"
"12",29,"Fire",12,"Fear","Emotion"
"13",29,"Balance",12,"Positive","Sentiment"
"14",45,"County",12,"Trust","Emotion"
"15",92,"Ongoing",12,"Anticipation","Emotion"
"16",101,"Fire",12,"Fear","Emotion"
"17",9,"Honorable",11,"Positive","Sentiment"
"18",9,"Honorable",11,"Trust","Emotion"
"19",23,"Tax",11,"Negative","Sentiment"
"20",23,"Tax",11,"Sadness","Emotion"
"21",28,"Balance",11,"Positive","Sentiment"
"22",54,"County",11,"Trust","Emotion"
"23",59,"Budget",11,"Trust","Emotion"
"24",77,"Tax",11,"Negative","Sentiment"
"25",77,"Tax",11,"Sadness","Emotion"
"26",115,"Community",11,"Positive","Sentiment"
"27",138,"Risk",11,"Anticipation","Emotion"
"28",138,"Risk",11,"Fear","Emotion"
"29",138,"Risk",11,"Negative","Sentiment"
"30",11,"County",10,"Trust","Emotion"
"31",20,"Tax",10,"Negative","Sentiment"
"32",20,"Tax",10,"Sadness","Emotion"
"33",28,"Fire",10,"Fear","Emotion"
"34",33,"Board",10,"Anticipation","Emotion"
"35",45,"Related",10,"Trust","Emotion"
"36",46,"County",10,"Trust","Emotion"
"37",53,"County",10,"Trust","Emotion"
"38",11,"Budget",9,"Trust","Emotion"
"39",30,"Tax",9,"Negative","Sentiment"
"40",30,"Tax",9,"Sadness","Emotion"
"41",45,"Salary",9,"Anticipation","Emotion"
"42",45,"Salary",9,"Joy","Emotion"
"43",45,"Salary",9,"Positive","Sentiment"
"44",45,"Salary",9,"Trust","Emotion"
"45",46,"Related",9,"Trust","Emotion"
"46",49,"County",9,"Trust","Emotion"
"47",57,"Debt",9,"Negative","Sentiment"
"48",57,"Debt",9,"Sadness","Emotion"
"49",102,"Emergency",9,"Fear","Emotion"
"50",102,"Emergency",9,"Negative","Sentiment"
"51",102,"Emergency",9,"Sadness","Emotion"
"52",102,"Emergency",9,"Surprise","Emotion"
"53",113,"County",9,"Trust","Emotion"
"54",119,"Planning",9,"Anticipation","Emotion"
"55",119,"Planning",9,"Positive","Sentiment"
"56",119,"Planning",9,"Trust","Emotion"
"57",125,"County",9,"Trust","Emotion"
"58",152,"Sewer",9,"Disgust","Emotion"
"59",5,"General",8,"Positive","Sentiment"
"60",5,"County",8,"Trust","Emotion"
"61",5,"General",8,"Trust","Emotion"
"62",33,"County",8,"Trust","Emotion"
"63",46,"Salary",8,"Anticipation","Emotion"
"64",46,"Salary",8,"Joy","Emotion"
"65",46,"Salary",8,"Positive","Sentiment"
"66",46,"Salary",8,"Trust","Emotion"
"67",49,"Policy",8,"Trust","Emotion"
"68",52,"County",8,"Trust","Emotion"
"69",55,"Board",8,"Anticipation","Emotion"
"70",87,"Community",8,"Positive","Sentiment"
"71",93,"Child",8,"Anticipation","Emotion"
"72",93,"Child",8,"Joy","Emotion"
"73",93,"Child",8,"Positive","Sentiment"
"74",97,"Public",8,"Anticipation","Emotion"
"75",97,"Public",8,"Positive","Sentiment"
"76",102,"Maintenance",8,"Trust","Emotion"
"77",108,"Civil",8,"Positive","Sentiment"
"78",119,"County",8,"Trust","Emotion"
"79",138,"County",8,"Trust","Emotion"
"80",139,"Plan",8,"Anticipation","Emotion"
"81",147,"County",8,"Trust","Emotion"
"82",148,"County",8,"Trust","Emotion"
"83",153,"Payment",8,"Negative","Sentiment"
"84",16,"County",7,"Trust","Emotion"
"85",23,"County",7,"Trust","Emotion"
"86",42,"County",7,"Trust","Emotion"
"87",45,"Enforcement",7,"Negative","Sentiment"
"88",45,"Law",7,"Trust","Emotion"
"89",49,"Management",7,"Positive","Sentiment"
"90",49,"Management",7,"Trust","Emotion"
"91",53,"Budget",7,"Trust","Emotion"
"92",57,"Administrative",7,"Trust","Emotion"
"93",57,"County",7,"Trust","Emotion"
"94",61,"County",7,"Trust","Emotion"
"95",62,"County",7,"Trust","Emotion"
"96",67,"Information",7,"Positive","Sentiment"
"97",71,"Resources",7,"Joy","Emotion"
"98",71,"Resources",7,"Positive","Sentiment"
"99",71,"Resources",7,"Trust","Emotion"
"100",86,"Center",7,"Positive","Sentiment"
"101",86,"Center",7,"Trust","Emotion"
"102",87,"Center",7,"Positive","Sentiment"
"103",87,"Center",7,"Trust","Emotion"
"104",95,"Assistance",7,"Positive","Sentiment"
"105",99,"Emergency",7,"Fear","Emotion"
"106",99,"Emergency",7,"Negative","Sentiment"
"107",99,"Emergency",7,"Sadness","Emotion"
"108",99,"Emergency",7,"Surprise","Emotion"
"109",100,"Emergency",7,"Fear","Emotion"
"110",100,"Emergency",7,"Negative","Sentiment"
"111",100,"Emergency",7,"Sadness","Emotion"
"112",100,"Emergency",7,"Surprise","Emotion"
"113",107,"County",7,"Trust","Emotion"
"114",119,"Board",7,"Anticipation","Emotion"
"115",123,"County",7,"Trust","Emotion"
"116",125,"Waste",7,"Disgust","Emotion"
"117",125,"Waste",7,"Negative","Sentiment"
"118",134,"County",7,"Trust","Emotion"
"119",138,"Management",7,"Positive","Sentiment"
"120",138,"Management",7,"Trust","Emotion"
"121",5,"Budget",6,"Trust","Emotion"
"122",9,"Budget",6,"Trust","Emotion"
"123",10,"County",6,"Trust","Emotion"
"124",12,"Budget",6,"Trust","Emotion"
"125",13,"School",6,"Trust","Emotion"
"126",16,"Budget",6,"Trust","Emotion"
"127",19,"Budget",6,"Trust","Emotion"
"128",19,"County",6,"Trust","Emotion"
"129",20,"Growth",6,"Positive","Sentiment"
"130",20,"Base",6,"Trust","Emotion"
"131",20,"County",6,"Trust","Emotion"
"132",25,"Included",6,"Positive","Sentiment"
"133",26,"County",6,"Trust","Emotion"
"134",31,"Tax",6,"Negative","Sentiment"
